Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
572744,23156,SET OF 5 MINI GROCERY MAGNETS,4,2011-10-25 16:14:00,2.08,14085.0,United Kingdom
561247,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-07-26 11:38:00,0.95,16592.0,United Kingdom
572719,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-10-25 15:03:00,2.08,13871.0,United Kingdom
503827,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,24,2010-04-07 15:33:00,3.75,13640.0,United Kingdom
579867,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2011-11-30 16:41:00,4.25,16265.0,United Kingdom
506555,21239,PINK  SPOTTY CUP,8,2010-04-30 11:25:00,0.85,17677.0,United Kingdom
533461,71038,WHITE HANGING BEADS CANDLE HOLDER,8,2010-11-17 12:14:00,5.45,14515.0,United Kingdom
493395,21157,RED SPOTTY WASHBAG,12,2009-12-23 13:41:00,2.1,12539.0,Spain
540955,84356,POMPOM CURTAIN,5,2011-01-12 13:27:00,6.95,14715.0,United Kingdom
534630,21754,HOME BUILDING BLOCK WORD,2,2010-11-23 12:54:00,5.95,13569.0,United Kingdom
554132,21987,PACK OF 6 SKULL PAPER CUPS,12,2011-05-23 09:43:00,0.65,12360.0,Austria
538065,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-12-09 13:57:00,2.95,13982.0,United Kingdom
552469,84991,60 TEATIME FAIRY CAKE CASES,3,2011-05-09 15:34:00,0.55,12867.0,United Kingdom
522650,21790,VINTAGE SNAP CARDS,12,2010-09-16 10:49:00,0.85,13424.0,United Kingdom
503242,47566B,TEA TIME PARTY BUNTING,5,2010-03-31 09:42:00,4.65,15792.0,United Kingdom
505331,21625,VINTAGE UNION JACK APRON,3,2010-04-21 12:36:00,6.95,17622.0,United Kingdom
520398,82583,HOT BATHS METAL SIGN,4,2010-08-25 16:11:00,2.1,13713.0,United Kingdom
564167,22386,JUMBO BAG PINK POLKADOT,10,2011-08-23 13:50:00,2.08,17735.0,United Kingdom
577314,22694,WICKER STAR ,6,2011-11-18 13:23:00,2.1,12444.0,Norway
544914,22045,SPACEBOY GIFT WRAP,25,2011-02-24 15:39:00,0.42,16722.0,United Kingdom
568066,22659,LUNCH BOX I LOVE LONDON,1,2011-09-23 13:48:00,1.95,14529.0,United Kingdom
535088,22296,HEART IVORY TRELLIS LARGE,12,2010-11-25 10:05:00,1.65,17167.0,United Kingdom
570598,21175,GIN + TONIC DIET METAL SIGN,12,2011-10-11 11:55:00,2.55,14175.0,United Kingdom
490459,21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,6,2009-12-06 11:58:00,1.65,15555.0,United Kingdom
546988,22963,JAM JAR WITH GREEN LID,12,2011-03-18 12:57:00,0.85,14194.0,United Kingdom
555076,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-05-31 12:11:00,0.42,13900.0,United Kingdom
504896,22551,PLASTERS IN TIN SPACEBOY,3,2010-04-18 14:25:00,1.65,17041.0,United Kingdom
519520,85169B,BLACK LOVE BIRD CANDLE,1,2010-08-18 10:03:00,1.25,15061.0,United Kingdom
517096,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2010-07-26 15:06:00,7.49,17612.0,United Kingdom
578270,21791,VINTAGE HEADS AND TAILS CARD GAME ,5,2011-11-23 13:39:00,2.46,14096.0,United Kingdom
536794,22726,ALARM CLOCK BAKELIKE GREEN,12,2010-12-02 15:40:00,3.75,13767.0,United Kingdom
561189,22423,REGENCY CAKESTAND 3 TIER,1,2011-07-25 13:28:00,12.75,16557.0,United Kingdom
499230,22068,BLACK PIRATE TREASURE CHEST,4,2010-02-25 12:16:00,1.65,12748.0,United Kingdom
542745,47567B,TEA TIME KITCHEN APRON,3,2011-01-31 16:47:00,5.95,15881.0,United Kingdom
563434,23238,SET OF 4 KNICK KNACK TINS LONDON ,24,2011-08-16 12:21:00,4.15,14057.0,United Kingdom
563011,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-08-11 12:00:00,8.25,16283.0,United Kingdom
578035,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-11-22 14:00:00,0.65,16422.0,United Kingdom
563709,23134,LARGE ZINC HEART WALL ORGANISER,1,2011-08-18 15:17:00,8.25,15472.0,United Kingdom
571909,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2011-10-19 15:08:00,1.25,15006.0,United Kingdom
502886,48111,DOOR MAT 3 SMILEY CATS,2,2010-03-29 11:16:00,7.49,16456.0,United Kingdom
499689,51014A,"FEATHER PEN,HOT PINK",36,2010-03-02 10:37:00,0.85,17905.0,United Kingdom
577516,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,2011-11-20 13:08:00,2.95,16533.0,United Kingdom
556484,23338,EGG FRYING PAN RED ,1,2011-06-12 13:17:00,2.08,16938.0,United Kingdom
515591,21084,SET/6 COLLAGE PAPER CUPS,1,2010-07-13 13:20:00,0.65,13428.0,United Kingdom
549293,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,2011-04-07 19:16:00,3.25,17883.0,United Kingdom
555350,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-06-02 12:08:00,1.65,17652.0,United Kingdom
557283,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2,2011-06-19 12:26:00,0.65,16813.0,United Kingdom
569424,23537,WALL ART I LOVE LONDON ,2,2011-10-04 10:49:00,4.95,15529.0,United Kingdom
564189,22819,"BIRTHDAY CARD, RETRO SPOT",12,2011-08-23 15:34:00,0.42,14769.0,United Kingdom
578018,23317,BLUE REFECTORY CLOCK ,1,2011-11-22 13:08:00,9.95,15311.0,United Kingdom
489795,21107,CREAM SLICE FLANNEL PINK SPOT ,24,2009-12-02 12:13:00,2.55,14440.0,United Kingdom
517291,21174,POTTERING IN THE SHED METAL SIGN,24,2010-07-28 10:33:00,1.95,15754.0,United Kingdom
562566,21843,RED RETROSPOT CAKE STAND,4,2011-08-07 10:55:00,10.95,16954.0,United Kingdom
496323,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-01-31 12:49:00,2.95,14820.0,United Kingdom
501910,21564,PINK  HEART SHAPE LOVE BUCKET ,6,2010-03-22 09:05:00,2.95,12639.0,Sweden
512259,72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,12,2010-06-14 13:03:00,0.42,17059.0,United Kingdom
575519,23506,MINI PLAYING CARDS SPACEBOY ,20,2011-11-10 10:53:00,0.42,12682.0,France
538509,22127,PARTY CONES CARNIVAL ASSORTED,6,2010-12-12 13:37:00,1.25,14413.0,United Kingdom
535421,20752,BLUE POLKADOT WASHING UP GLOVES,1,2010-11-26 11:50:00,2.1,13555.0,United Kingdom
519382,21843,RED RETROSPOT CAKE STAND,3,2010-08-16 13:38:00,10.95,16278.0,United Kingdom
524421,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",6,2010-09-29 10:26:00,2.95,13804.0,United Kingdom
493432,20914,SET/5 RED SPOTTY LID GLASS BOWLS,1,2010-01-04 12:30:00,2.95,14680.0,United Kingdom
512946,20703,BLUE PADDED SOFT MOBILE,4,2010-06-20 15:32:00,4.25,17625.0,United Kingdom
502613,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2,2010-03-25 14:22:00,1.65,14535.0,United Kingdom
515288,21671,RED SPOT CERAMIC DRAWER KNOB,6,2010-07-09 14:59:00,1.25,17865.0,United Kingdom
576300,23424,GINGHAM RECIPE BOOK BOX,1,2011-11-14 14:39:00,4.95,15058.0,United Kingdom
545543,22655,VINTAGE RED KITCHEN CABINET,1,2011-03-03 14:43:00,125.0,13476.0,United Kingdom
507622,20886,BOX OF 9 PEBBLE CANDLES,3,2010-05-10 14:28:00,1.95,17579.0,United Kingdom
491634,20783,HEART EAR MUFF HEADPHONES,1,2009-12-11 15:40:00,5.49,17841.0,United Kingdom
516079,20981,12 PENCILS TALL TUBE WOODLAND,12,2010-07-16 11:56:00,0.85,14739.0,United Kingdom
566734,22617,BAKING SET SPACEBOY DESIGN,1,2011-09-14 14:09:00,4.95,16910.0,United Kingdom
579516,47481,50CM METAL STRING WITH  7 CLIPS,5,2011-11-29 17:52:00,0.85,17841.0,United Kingdom
559706,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,4,2011-07-12 10:02:00,4.95,16609.0,United Kingdom
517748,21790,VINTAGE SNAP CARDS,24,2010-08-02 09:27:00,0.85,13983.0,United Kingdom
577701,22630,DOLLY GIRL LUNCH BOX,1,2011-11-21 12:11:00,1.95,13673.0,United Kingdom
502920,22485,SET OF 2 WOODEN MARKET CRATES,1,2010-03-29 13:55:00,12.75,18041.0,United Kingdom
571107,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-10-13 16:17:00,8.5,13858.0,United Kingdom
581402,21314,SMALL GLASS HEART TRINKET POT,4,2011-12-08 13:45:00,2.1,14653.0,United Kingdom
498045,22495,SET OF 2 ROUND TINS CAMEMBERT ,6,2010-02-16 10:41:00,2.95,16584.0,United Kingdom
557621,21682,LARGE MEDINA STAMPED METAL BOWL ,4,2011-06-21 14:00:00,4.95,12444.0,Norway
568701,84836,ZINC METAL HEART DECORATION,12,2011-09-28 15:07:00,1.25,13924.0,United Kingdom
545914,22505,MEMO BOARD COTTAGE DESIGN,24,2011-03-08 11:39:00,4.25,13340.0,United Kingdom
491758,84388,WISE MAN STAR SHAPE EGG PAN,1,2009-12-14 12:24:00,1.65,17908.0,United Kingdom
492039,22207,FRYING PAN UNION FLAG,4,2009-12-15 12:32:00,4.25,17095.0,United Kingdom
503237,22525,CHILDRENS GARDEN GLOVES PINK,10,2010-03-30 17:33:00,1.25,18025.0,United Kingdom
526495,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2010-10-12 09:47:00,1.65,13921.0,United Kingdom
543814,21975,PACK OF 60 DINOSAUR CAKE CASES,48,2011-02-13 15:17:00,0.55,15640.0,United Kingdom
516485,22618,COOKING SET RETROSPOT,2,2010-07-21 09:46:00,9.95,12720.0,Germany
569360,23404,HOME SWEET HOME BLACKBOARD,1,2011-10-03 14:59:00,4.95,14653.0,United Kingdom
524008,22630,DOLLY GIRL LUNCH BOX,12,2010-09-27 09:18:00,1.95,13267.0,United Kingdom
571670,84987,SET OF 36 TEATIME PAPER DOILIES,12,2011-10-18 13:12:00,1.45,12611.0,Italy
517977,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,4,2010-08-03 14:23:00,4.95,16938.0,United Kingdom
503332,37449,CERAMIC CAKE STAND + HANGING CAKES,8,2010-03-31 12:19:00,8.5,13802.0,United Kingdom
561079,22427,ENAMEL FLOWER JUG CREAM,1,2011-07-24 16:12:00,5.95,13956.0,United Kingdom
493979,21212,PACK OF 72 RETRO SPOT CAKE CASES,12,2010-01-10 11:58:00,0.55,17323.0,United Kingdom
568686,23367,SET 12 COLOUR PENCILS SPACEBOY ,1,2011-09-28 14:26:00,0.65,16115.0,United Kingdom
550626,37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,4,2011-04-19 14:23:00,0.39,13184.0,United Kingdom
580527,22204,MILK PAN BLUE POLKADOT,2,2011-12-04 15:19:00,1.25,13736.0,United Kingdom
511783,22634,CHILDS BREAKFAST SET SPACEBOY ,1,2010-06-10 13:17:00,9.95,16713.0,United Kingdom
538126,21876,POTTERING MUG,12,2010-12-09 15:50:00,1.25,17838.0,United Kingdom
559032,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,72,2011-07-05 14:53:00,0.42,17511.0,United Kingdom
511042,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,2,2010-06-06 11:22:00,8.5,18234.0,United Kingdom
568668,22112,CHOCOLATE HOT WATER BOTTLE,2,2011-09-28 13:00:00,4.95,15750.0,United Kingdom
523768,22538,MINI JIGSAW GO TO THE FAIR,24,2010-09-24 10:29:00,0.42,14134.0,United Kingdom
507401,22030,SWALLOWS GREETING CARD,12,2010-05-09 13:38:00,0.42,15555.0,United Kingdom
551960,22852,DOG BOWL VINTAGE CREAM,4,2011-05-05 12:38:00,4.25,18239.0,United Kingdom
573509,22689,DOORMAT MERRY CHRISTMAS RED ,2,2011-10-31 12:21:00,8.25,16169.0,United Kingdom
536833,22595,CHRISTMAS GINGHAM HEART,12,2010-12-02 17:48:00,0.85,18239.0,United Kingdom
554788,22962,JAM JAR WITH PINK LID,12,2011-05-26 12:00:00,0.85,12987.0,United Kingdom
526480,21355,TOAST ITS - I LOVE YOU ,3,2010-10-11 17:23:00,1.25,13546.0,United Kingdom
557621,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-06-21 14:00:00,8.5,12444.0,Norway
542006,22927,GREEN GIANT GARDEN THERMOMETER,4,2011-01-25 11:20:00,5.95,15218.0,United Kingdom
512739,20652,BLUE SPOTTY LUGGAGE TAG ,12,2010-06-17 14:14:00,1.25,13037.0,United Kingdom
540698,22349,DOG BOWL CHASING BALL DESIGN,30,2011-01-11 09:24:00,2.69,17450.0,United Kingdom
489437,20695,FLORAL BLUE MONSTER,3,2009-12-01 09:08:00,4.25,15362.0,United Kingdom
489833,85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,1,2009-12-02 14:09:00,5.95,14980.0,United Kingdom
520505,21258,VICTORIAN SEWING BOX LARGE,1,2010-08-26 12:51:00,12.75,17663.0,United Kingdom
499232,21240,BLUE  SPOTTY CUP,8,2010-02-25 12:21:00,0.85,13334.0,United Kingdom
572922,22094,RED RETROSPOT TISSUE BOX,6,2011-10-26 17:00:00,0.39,17895.0,United Kingdom
562354,82578,KITCHEN METAL SIGN,12,2011-08-04 13:15:00,0.55,17470.0,United Kingdom
489561,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,6,2009-12-01 12:57:00,1.25,14654.0,United Kingdom
571564,23394,POSTE FRANCE CUSHION COVER,4,2011-10-18 10:16:00,3.75,16019.0,United Kingdom
490021,22348,TEA BAG PLATE RED SPOTTY ,12,2009-12-03 12:36:00,0.85,17581.0,United Kingdom
510544,21313,GLASS HEART T-LIGHT HOLDER ,12,2010-06-01 15:05:00,0.85,13869.0,United Kingdom
517650,22624,IVORY KITCHEN SCALES,2,2010-07-30 14:00:00,8.5,13015.0,United Kingdom
576648,22616,PACK OF 12 LONDON TISSUES ,48,2011-11-16 10:32:00,0.39,14057.0,United Kingdom
503867,21704,BAG 250g SWIRLY MARBLES,12,2010-04-08 11:16:00,0.85,13712.0,United Kingdom
567890,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,2011-09-22 15:40:00,0.65,14125.0,United Kingdom
562519,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,2011-08-05 12:37:00,2.95,16764.0,United Kingdom
520361,22158,3 HEARTS HANGING DECORATION RUSTIC,1,2010-08-25 13:44:00,2.95,13548.0,United Kingdom
519614,21936,RED RETROSPOT PICNIC BAG,5,2010-08-19 08:47:00,2.95,14911.0,EIRE
570238,23510,MINI PLAYING CARDS GYMKHANA,1,2011-10-09 15:01:00,0.42,16332.0,United Kingdom
569140,22595,GINGHAM HEART DECORATION,12,2011-09-30 14:59:00,0.85,14503.0,United Kingdom
575504,23175,REGENCY MILK JUG PINK ,4,2011-11-10 10:29:00,3.25,14895.0,United Kingdom
503811,15056N,EDWARDIAN PARASOL NATURAL,3,2010-04-07 14:17:00,5.95,15112.0,United Kingdom
494022,21929,JUMBO BAG PINK VINTAGE PAISLEY,200,2010-01-11 09:55:00,1.65,15769.0,United Kingdom
510352,21190,PINK HEARTS PAPER GARLAND,1,2010-05-28 14:43:00,1.65,17965.0,United Kingdom
538064,21901,"KEY FOB , BACK DOOR ",6,2010-12-09 13:47:00,0.65,15271.0,United Kingdom
567858,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2011-09-22 13:50:00,8.25,16813.0,United Kingdom
552655,21121,SET/10 RED POLKADOT PARTY CANDLES,2,2011-05-10 14:22:00,1.25,14587.0,United Kingdom
579491,23188,VINTAGE  2 METRE FOLDING RULER,2,2011-11-29 15:23:00,1.65,14723.0,United Kingdom
507600,85222,ASSORTED COLOUR SILK COSMETIC PURSE,12,2010-05-10 13:28:00,2.1,12917.0,United Kingdom
555249,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,3,2011-06-01 14:57:00,1.25,17472.0,United Kingdom
520040,21539,RED RETROSPOT BUTTER DISH,3,2010-08-23 13:53:00,4.95,16172.0,United Kingdom
562780,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-08-09 13:03:00,0.55,14901.0,United Kingdom
561859,84927A,WAKE UP COCKEREL TILE HOOK,6,2011-07-29 17:19:00,0.39,17750.0,United Kingdom
524420,85045,GREEN CHRISTMAS TREE STRING 20LIGHT,4,2010-09-29 10:22:00,4.95,16293.0,United Kingdom
546382,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-11 12:44:00,2.95,18149.0,United Kingdom
515887,84991,60 TEATIME FAIRY CAKE CASES,24,2010-07-15 12:06:00,0.55,14817.0,United Kingdom
523120,22077,6 RIBBONS RUSTIC CHARM,12,2010-09-20 13:08:00,1.65,15803.0,United Kingdom
518387,22306,SILVER MUG BONE CHINA TREE OF LIFE,6,2010-08-08 12:16:00,1.95,13857.0,United Kingdom
564853,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-08-31 08:55:00,2.95,12423.0,Belgium
519611,22412,METAL SIGN NEIGHBOURHOOD WITCH ,10,2010-08-18 17:30:00,2.1,16984.0,United Kingdom
575741,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-11-11 09:46:00,1.95,13727.0,United Kingdom
539454,21622,VINTAGE UNION JACK CUSHION COVER,5,2010-12-17 17:12:00,4.95,17377.0,United Kingdom
560841,16235,RECYCLED PENCIL WITH RABBIT ERASER,120,2011-07-21 12:25:00,0.16,14298.0,United Kingdom
496434,84029E,RED WOOLLY HOTTIE WHITE HEART.,7,2010-02-01 12:36:00,3.75,17884.0,United Kingdom
569007,21912,VINTAGE SNAKES & LADDERS,4,2011-09-29 18:51:00,3.75,17552.0,United Kingdom
537418,21452,TOADSTOOL MONEY BOX,3,2010-12-06 15:13:00,2.95,17884.0,United Kingdom
563360,22904,CALENDAR PAPER CUT DESIGN,4,2011-08-15 15:06:00,2.95,15023.0,United Kingdom
516314,22382,LUNCH BAG SPACEBOY DESIGN ,10,2010-07-19 14:31:00,1.65,12826.0,United Kingdom
560104,21172,PARTY METAL SIGN ,1,2011-07-14 18:56:00,1.45,17921.0,United Kingdom
554986,22662,LUNCH BAG DOLLY GIRL DESIGN,5,2011-05-29 12:35:00,1.65,14451.0,United Kingdom
518067,82613D,METAL SIGN CUPCAKE SINGLE HOOK,8,2010-08-04 12:54:00,1.25,15817.0,United Kingdom
546135,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-03-09 15:47:00,1.25,12388.0,Australia
524877,84971S,SMALL HEART FLOWERS HOOK ,2,2010-10-01 10:33:00,0.85,13069.0,United Kingdom
516963,21086,SET/6 RED SPOTTY PAPER CUPS,12,2010-07-26 09:07:00,0.65,13001.0,United Kingdom
498154,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2010-02-17 11:27:00,1.25,14732.0,United Kingdom
516778,85217,ASSORTED ICE CREAM FRIDGE MAGNETS,12,2010-07-22 19:56:00,0.65,17602.0,United Kingdom
496915,20671,BLUE TEATIME PRINT BOWL ,8,2010-02-04 15:21:00,1.25,15856.0,United Kingdom
563076,23203,JUMBO BAG VINTAGE DOILY ,200,2011-08-11 16:12:00,1.79,14646.0,Netherlands
537567,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2010-12-07 11:59:00,2.1,18119.0,United Kingdom
525760,22104,MIRROR MOSAIC CANDLE PLATE,480,2010-10-07 10:36:00,0.42,13694.0,United Kingdom
549568,84991,60 TEATIME FAIRY CAKE CASES,24,2011-04-10 15:09:00,0.55,15665.0,United Kingdom
515758,20718,RED SPOTTY SHOPPER BAG,40,2010-07-14 13:34:00,1.25,13461.0,United Kingdom
530753,22082,RIBBON REEL STRIPES DESIGN ,10,2010-11-04 11:56:00,1.65,12949.0,United Kingdom
529337,22567,20 DOLLY PEGS RETROSPOT,1,2010-10-27 16:04:00,1.25,16014.0,United Kingdom
559807,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1,2011-07-12 14:48:00,0.83,17841.0,United Kingdom
539501,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2010-12-20 11:08:00,4.25,17085.0,United Kingdom
537077,21354,TOAST ITS - BEST MUM,3,2010-12-05 11:59:00,1.25,17062.0,United Kingdom
502815,21232,STRAWBERRY CERAMIC TRINKET BOX,20,2010-03-28 10:35:00,1.25,16768.0,United Kingdom
565541,22197,POPCORN HOLDER,24,2011-09-05 12:00:00,0.85,14159.0,United Kingdom
554814,22191,IVORY DINER WALL CLOCK,2,2011-05-26 13:34:00,8.5,16609.0,United Kingdom
573829,23490,T-LIGHT HOLDER HANGING LOVE BIRD,6,2011-11-01 11:35:00,3.75,16830.0,United Kingdom
547940,82494L,WOODEN FRAME ANTIQUE WHITE ,24,2011-03-28 14:43:00,2.55,16814.0,United Kingdom
580432,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,18,2011-12-04 12:14:00,0.79,13153.0,United Kingdom
540350,22963,JAM JAR WITH GREEN LID,1,2011-01-06 14:14:00,0.85,18283.0,United Kingdom
512441,21086,SET/6 RED SPOTTY PAPER CUPS,4,2010-06-15 16:40:00,0.65,17757.0,United Kingdom
540351,10125,MINI FUNKY DESIGN TAPES,20,2011-01-06 14:26:00,0.42,12735.0,France
573373,84519B,CARROT CHARLIE+LOLA COASTER SET,1,2011-10-30 13:37:00,1.25,14684.0,United Kingdom
558372,23202,JUMBO BAG VINTAGE LEAF,6,2011-06-28 15:47:00,2.08,16200.0,United Kingdom
520665,22386,JUMBO BAG PINK WITH WHITE SPOTS,10,2010-08-27 13:05:00,1.95,13206.0,United Kingdom
571409,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-10-17 12:25:00,0.39,14911.0,EIRE
501140,21114,LAVENDER SCENTED FABRIC HEART,4,2010-03-14 12:18:00,1.25,16911.0,United Kingdom
508780,22090,PAPER BUNTING RETRO SPOTS,1,2010-05-18 12:24:00,2.95,15518.0,United Kingdom
543367,22804,CANDLEHOLDER PINK HANGING HEART,6,2011-02-07 14:33:00,2.95,18225.0,United Kingdom
556917,20979,36 PENCILS TUBE RED RETROSPOT,128,2011-06-15 13:37:00,1.06,12415.0,Australia
506711,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,1,2010-05-02 15:31:00,5.95,17051.0,United Kingdom
545719,22868,NUMBER TILE COTTAGE GARDEN 0 ,8,2011-03-07 10:28:00,1.95,13344.0,United Kingdom
496333,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,2,2010-01-31 14:25:00,1.25,15338.0,United Kingdom
576911,23428,IVORY RETRO KITCHEN WALL CLOCK,1,2011-11-17 10:01:00,8.15,17461.0,United Kingdom
538635,21917,SET 12 KIDS  WHITE CHALK STICKS,1,2010-12-13 13:32:00,0.42,17303.0,United Kingdom
503348,84750A,PINK SMALL GLASS CAKE STAND,1,2010-03-31 13:29:00,1.95,15800.0,United Kingdom
542646,21124,SET/10 BLUE POLKADOT PARTY CANDLES,6,2011-01-31 11:42:00,1.25,17220.0,United Kingdom
575481,21876,POTTERING MUG,3,2011-11-09 16:28:00,1.65,15679.0,United Kingdom
490135,21535,RETRO SPOT SMALL MILK JUG,6,2009-12-03 18:51:00,2.55,16003.0,United Kingdom
518015,21231,SWEETHEART CERAMIC TRINKET BOX,12,2010-08-04 10:52:00,1.25,15095.0,United Kingdom
511949,84840,SWEETHEART CARRY-ALL BASKET,2,2010-06-11 12:45:00,8.5,14320.0,United Kingdom
524345,85099B,JUMBO BAG RED RETROSPOT,10,2010-09-28 16:12:00,1.95,13927.0,United Kingdom
528758,22834,HAND WARMER BABUSHKA DESIGN,1,2010-10-24 15:29:00,2.1,18116.0,United Kingdom
495676,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,6,2010-01-26 11:24:00,2.95,17700.0,United Kingdom
555578,21530,DAIRY MAID TOASTRACK,18,2011-06-05 15:54:00,0.79,15301.0,United Kingdom
574536,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,2011-11-04 14:35:00,2.95,15707.0,United Kingdom
494670,21544,SKULLS  WATER TRANSFER TATTOOS ,12,2010-01-17 15:22:00,0.85,13178.0,United Kingdom
580891,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-12-06 12:28:00,2.95,17481.0,United Kingdom
531239,22110,BIRD HOUSE HOT WATER BOTTLE,6,2010-11-07 10:34:00,2.55,13008.0,United Kingdom
557057,23300,GARDENERS KNEELING PAD CUP OF TEA ,48,2011-06-16 14:46:00,1.45,16843.0,United Kingdom
544685,21500,PINK POLKADOT WRAP ,25,2011-02-22 17:13:00,0.42,13285.0,United Kingdom
532638,21868,POTTING SHED TEA MUG,6,2010-11-12 16:24:00,1.25,18025.0,United Kingdom
522908,22065,CHRISTMAS PUDDING TRINKET POT ,2,2010-09-17 13:20:00,1.45,17233.0,United Kingdom
526889,22620,4 TRADITIONAL SPINNING TOPS,20,2010-10-13 14:39:00,1.25,14667.0,United Kingdom
500073,84631,FRUIT TREE AND BIRDS WALL PLAQUE,2,2010-03-04 11:44:00,7.95,13047.0,United Kingdom
546684,22192,BLUE DINER WALL CLOCK,2,2011-03-16 09:47:00,8.5,16152.0,United Kingdom
569486,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2011-10-04 12:51:00,3.75,15339.0,United Kingdom
515916,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2010-07-15 13:32:00,7.49,15542.0,United Kingdom
536984,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,2010-12-03 14:35:00,2.95,17841.0,United Kingdom
507289,22359,GLASS JAR KINGS CHOICE,1,2010-05-07 14:02:00,2.95,14535.0,United Kingdom
550621,21070,VINTAGE BILLBOARD MUG ,1,2011-04-19 13:41:00,1.25,13263.0,United Kingdom
526276,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2010-10-11 11:50:00,1.25,14756.0,United Kingdom
532821,22951,60 CAKE CASES DOLLY GIRL DESIGN,2,2010-11-14 16:32:00,0.55,14382.0,United Kingdom
559987,21215,IVORY PAPER CUP CAKE CASES ,24,2011-07-14 12:12:00,0.55,12619.0,Germany
575698,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-10 16:51:00,12.75,16094.0,United Kingdom
558570,20974,12 PENCILS SMALL TUBE SKULL,4,2011-06-30 14:38:00,0.65,17673.0,United Kingdom
508848,22556,PLASTERS IN TIN CIRCUS PARADE ,10,2010-05-18 14:31:00,1.65,16699.0,United Kingdom
578349,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2011-11-24 09:50:00,8.5,14539.0,United Kingdom
498618,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,6,2010-02-22 10:24:00,3.25,15382.0,United Kingdom
569011,23355,HOT WATER BOTTLE KEEP CALM,4,2011-09-30 08:14:00,4.95,14655.0,United Kingdom
495405,21875,KINGS CHOICE MUG,6,2010-01-25 09:53:00,1.25,16125.0,United Kingdom
536354,22659,LUNCH BOX I LOVE LONDON,1,2010-11-30 17:43:00,1.95,17820.0,United Kingdom
554698,84978,HANGING HEART JAR T-LIGHT HOLDER,36,2011-05-26 08:38:00,1.06,16678.0,United Kingdom
536532,22866,HAND WARMER SCOTTY DOG DESIGN,12,2010-12-01 13:24:00,2.1,12433.0,Norway
567523,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,2011-09-21 08:27:00,7.95,17034.0,United Kingdom
